,title,budget,id,original_language,popularity,revenue,vote_average,vote_count,nsfw_score
11354,The Prestige,40000000,1124,en,16.94556,109676311.0,8.0,4510.0,0.00129878043663
11355,Flags of Our Fathers,90000000,3683,en,9.224494,65900249.0,6.7,532.0,5.31969963049e-05
11356,Flicka,15000000,14012,en,3.94159,21000000.0,6.1,52.0,0.0302378181368
11359,9th Company,9500000,14097,ru,9.586723,24000000.0,6.8,65.0,0.00560953095555
11365,Saw III,10000000,214,en,14.938035,163876815.0,6.1,1104.0,0.0606122538447
11367,Death of a President,2000000,21173,en,4.028906,167000.0,5.7,18.0,0.0216787215322
11373,The Charge of the Light Brigade,1200000,43884,en,5.39865,2736000.0,6.8,18.0,0.000940491212532
11376,Flushed Away,149000000,11619,en,9.922577,64459316.0,6.0,909.0,0.00147246569395
11377,Perfume: The Story of a Murderer,50000000,1427,en,10.297304,132180323.0,7.1,1198.0,0.00142163306009
11379,The Santa Clause 3: The Escape Clause,12000000,13767,en,6.829528,84500122.0,5.0,241.0,0.00085516856052
11394,A Good Year,35000000,9726,en,7.82187,42064105.0,6.5,360.0,0.0686482861638
11398,The Return,15000000,10093,en,9.338989,11992014.0,5.1,61.0,0.000639195437543
11399,For Your Consideration,12000000,14799,en,12.142183,5542025.0,5.9,44.0,0.000135360634886
11404,Casino Royale,150000000,36557,en,23.065078,599045960.0,7.3,3930.0,0.257773011923
11405,Happy Feet,100000000,9836,en,15.088318,384335608.0,5.9,1457.0,0.0836835727096
11406,Let's Go to Prison,4000000,9809,en,3.856827,4630045.0,5.5,70.0,0.00425591226667
11407,Déjà Vu,75000000,7551,en,14.922904,180557550.0,6.6,1519.0,0.00130323239136
11411,The Holiday,85000000,1581,en,14.043416,194168700.0,6.7,1259.0,0.0412781052291
11414,Snow Cake,12000000,313,en,11.556057,1381665.0,7.3,51.0,0.00717295520008
11415,Harsh Times,2000000,7873,en,7.659357,5967038.0,6.3,198.0,0.00257243122905
11425,Tenacious D in The Pick of Destiny,22000000,2179,en,7.98193,13405595.0,6.5,419.0,0.000582246517297
11437,Blood Diamond,100000000,1372,en,12.477872,170877916.0,7.4,2344.0,0.00345906848088
11444,Charlotte's Web,85000000,9986,en,10.254314,144000000.0,5.8,300.0,0.0234121344984
11445,Eragon,100000000,2486,en,9.851133,249288105.0,4.9,990.0,0.00141016300768
11446,Rocky Balboa,24000000,1246,en,11.697604,155721132.0,6.5,858.0,0.00273817870766
11448,Fur: An Imaginary Portrait of Diane Arbus,16800000,18615,en,5.108321,2281089.0,5.8,73.0,0.24882940948
11452,Another Gay Movie,500000,12795,en,5.978211,745327.0,5.2,48.0,0.260947316885
11463,We Are Marshall,65000000,11170,en,5.401746,43545364.0,6.7,189.0,0.00133541354444
11466,The Good Shepherd,85000000,1247,en,11.057536,59908565.0,6.3,342.0,0.000288994924631
11467,Dreamgirls,70000000,1125,en,7.739633,154937680.0,6.6,292.0,0.023477518931
11472,Freedom Writers,21000000,1646,en,13.585233,41170784.0,7.6,368.0,0.000630105030723
11480,The History Boys,4000000,8618,en,3.403583,13401952.0,6.6,66.0,1.33617295432e-05
11481,Notes on a Scandal,15000000,1259,en,8.593087,49469904.0,6.9,239.0,0.0183633435518
11486,DOA: Dead or Alive,21000000,9053,en,5.756379,480314.0,5.0,207.0,0.134111106396
11490,The Good German,32000000,182,en,5.290831,5914908.0,5.9,87.0,0.0186558049172
11492,Letters from Iwo Jima,19000000,1251,en,11.649588,68673228.0,7.2,553.0,0.00263189687394
11494,Black Christmas,9000000,9656,en,7.888302,21510851.0,4.8,119.0,0.00300778169185
11495,Happily N'Ever After,47000000,5393,en,13.139893,38085778.0,4.6,108.0,0.00118504383136
11497,Code Name: The Cleaner,20000000,14396,en,11.107148,10337477.0,4.7,78.0,0.023467278108
11498,Stomp the Yard,13000000,1931,en,5.607508,75511123.0,6.1,90.0,0.012237851508
11499,Miss Potter,30000000,13967,en,8.599342,35078241.0,6.3,143.0,0.00826552603394
11500,Arthur and the Invisibles,86000000,9992,en,11.621534,107944236.0,6.0,663.0,0.00554431416094
11521,The Hitcher,10000000,8398,en,7.160967,25399945.0,5.6,253.0,0.00859387405217
11537,Bridge to Terabithia,60000000,1265,en,8.460206,137587063.0,7.0,1146.0,0.0584638938308
11540,Killer of Sheep,100000,27432,en,2.777856,362222.0,6.5,27.0,0.00223833951168
11547,Waitress,2000000,10758,en,11.276024,22179430.0,6.6,132.0,0.00927163939923
11554,Catch and Release,25000000,13668,en,5.953413,16158487.0,5.8,109.0,0.308803021908
11555,Smokin' Aces,17000000,7516,en,7.906434,57103895.0,6.4,541.0,0.0257364567369
11557,Epic Movie,20000000,9760,en,5.549609,86865564.0,3.2,334.0,0.23182028532
11558,The Messengers,16000000,9966,en,9.629399,1109660.0,5.6,216.0,0.0216403249651
11560,Hannibal Rising,50000000,1248,en,2.159558,82169884.0,6.0,666.0,0.00261786021292
11561,Norbit,60000000,9757,en,7.667874,95673607.0,5.0,434.0,0.149315536022
11567,Ratatouille,150000000,2062,en,20.50803,623722818.0,7.5,4510.0,0.000256350554992
11572,"Paris, je t'aime",13000000,2266,fr,6.980486,4857367.0,6.7,213.0,0.000383069156669
11573,The Astronaut Farmer,13000000,5172,en,6.862146,11130889.0,6.2,124.0,0.00149887835141
11578,It's a Boy Girl Thing,15500000,37725,en,8.960677,7385434.0,6.3,279.0,0.0153900394216
11579,Myra Breckinridge,5000000,40973,en,0.619657,3000000.0,4.8,9.0,0.151391401887
11583,Days of Glory,14500000,2016,fr,10.021547,22963701.0,6.7,96.0,0.0299040917307
11587,Unknown,3700000,9828,en,13.505066,3338228.0,6.4,116.0,0.115695498884
11591,Trailer Park Boys: The Movie,5000000,9958,en,3.172765,3833507.0,6.8,53.0,0.0024053726811
11592,Ghost Rider,110000000,1250,en,11.902354,228738393.0,5.2,1754.0,0.00641731545329
11594,Daddy's Little Girls,10000000,16555,en,6.063809,31609243.0,6.6,19.0,0.000917422294151
11595,Music and Lyrics,40000000,11172,en,7.196688,145896422.0,6.2,569.0,0.118098683655
11596,The Number 23,30000000,3594,en,8.140941,77566815.0,6.3,1045.0,0.00044092265307
11597,Reno 911!: Miami,10000000,10090,en,4.468247,20342161.0,5.6,72.0,0.127837985754
11598,Black Snake Moan,15000000,7874,en,7.050403,10903846.0,6.6,247.0,0.00833660643548
11609,Kidulthood,994000,13185,en,5.230003,165000.0,6.2,61.0,0.0414935350418
11617,Hot Fuzz,12000000,4638,en,13.535195,80573774.0,7.4,2252.0,0.000877901387867
11634,Next,70000000,1738,en,9.41746,76066841.0,5.9,880.0,0.0208382830024
11640,Romanzo criminale,818418,14375,en,4.387586,4851244.0,7.3,112.0,0.0610270984471
11642,Wise Guys,13000000,31659,en,1.884204,8475466.0,6.1,26.0,0.0163818057626
11646,Zodiac,65000000,1949,en,19.083823,84785914.0,7.3,2080.0,0.00056569930166
11653,Zyzzyx Road,2000000,41393,en,0.717595,30.0,4.0,4.0,0.00240872032009
11662,300,65000000,1271,en,18.108408,422610419.0,7.0,5092.0,0.0158481802791
11667,Starter for 10,8,14055,en,5.140016,21.0,6.7,131.0,0.000208877885598
11670,The Host,11000000,1255,ko,9.386916,88489643.0,6.7,546.0,0.00767675740644
11676,Becoming Jane,16500000,2977,en,7.829737,37311672.0,6.9,325.0,0.00393785862252
11679,The Namesake,12000000,16727,en,4.273271,20138836.0,6.8,50.0,0.00211512343958
11683,I Think I Love My Wife,11000000,14434,en,3.966066,13196245.0,5.0,56.0,0.00083126995014
11688,Premonition,20000000,9963,en,10.163764,84146832.0,5.8,391.0,0.0061460705474
11689,Dead Silence,20000000,14001,en,10.763622,22217407.0,6.2,533.0,0.0114305960014
11690,Reign Over Me,20000000,2355,en,10.027137,22222308.0,7.1,340.0,0.000464500801172
11692,Shooter,61000000,7485,en,14.246918,95696996.0,6.9,1495.0,0.00135495443828
11694,TMNT,34000000,1273,en,11.358363,95608995.0,6.0,349.0,0.00181027129292
11701,Black Book,21000000,9075,nl,7.440511,26193068.0,7.2,288.0,0.000310053990688
11720,The Lookout,16000000,8270,en,12.153493,5367030.0,6.6,209.0,0.0349934436381
11725,The Reaping,40000000,1683,en,9.825841,62771059.0,5.4,209.0,0.0381810590625
11727,Meet the Robinsons,150000000,1267,en,10.529576,169332978.0,6.7,787.0,0.000390770932427
11730,Seraphim Falls,18000000,13249,en,5.034585,1196307.0,6.4,147.0,0.00317973317578
11732,Sunshine,50000000,1272,en,12.715571,32017803.0,7.0,1210.0,0.000526942196302
11736,The Hoax,25000000,9903,en,4.78586,11772461.0,6.4,60.0,0.041134018451
11744,Goya's Ghosts,50000000,11515,en,5.91265,9448082.0,6.6,100.0,0.000615619763266
11745,Perfect Stranger,60795000,7183,en,9.925255,73090611.0,5.4,242.0,0.0412030778825
11746,Disturbia,20000000,8271,en,18.006896,117760134.0,6.6,1038.0,0.00416371645406
11747,Pathfinder,45000000,1534,en,11.101549,30822861.0,5.4,173.0,0.00380459893495
11753,Slow Burn,15500000,18777,en,6.300001,1237615.0,5.5,16.0,0.00201078690588
11762,The Contract,25000000,1441,en,5.615957,5549200.0,5.5,152.0,0.000145505560795
11768,Vacancy,19000000,10294,en,7.712309,35300645.0,6.0,406.0,0.0426883362234
11771,In the Land of Women,10000000,13067,en,9.351276,17500000.0,5.8,163.0,0.109802313149
11774,Mr. Bean's Holiday,25000000,1268,en,10.19853,229736344.0,6.1,682.0,0.00250097108074
11777,The Invisible,30000000,9785,en,6.097503,26810113.0,6.0,148.0,0.000991687295027
11780,Spider-Man 3,258000000,559,en,27.614265,890871626.0,5.9,3687.0,0.017823420465
11790,Tales from Earthsea,22000000,37933,ja,9.409701,68000000.0,6.5,278.0,0.00106444535777
11795,The Rocket: The Legend of Rocket Richard,8000000,49081,fr,0.860734,2019009.0,6.1,17.0,0.0636596009135
11807,Day Watch,4200000,2269,ru,7.42908,38862717.0,6.2,170.0,0.000392013549572
11808,This Is England,2380000,11798,en,2.514638,8176544.0,7.4,370.0,0.000168422615388
11811,Knocked Up,30000000,4964,en,9.058516,219076518.0,6.2,1255.0,0.0141352126375
11812,Hairspray,50000000,2976,en,7.768045,90450008.0,6.5,738.0,0.0197131559253
11815,28 Weeks Later,15000000,1562,en,12.884191,64238440.0,6.5,1225.0,0.0151843698695
11825,Shrek the Third,160000000,810,en,14.072479,798958165.0,6.0,2355.0,0.00316662015393
11826,Once,160000,5723,en,10.357064,20710513.0,7.4,457.0,0.00243031629361
11827,Pirates of the Caribbean: At World's End,300000000,285,en,31.363664,961000000.0,6.9,4627.0,0.011082242243
11828,Bug,4000000,12526,en,5.911303,8059140.0,6.0,167.0,0.00178478378803
11829,Mr. Brooks,20000000,3432,en,7.423812,41637263.0,6.8,543.0,0.00103732571006
11831,Gracie,9000000,15568,en,2.961621,2955039.0,6.0,17.0,0.0060680876486
11840,88 Minutes,30000000,3489,en,8.552967,16930884.0,5.7,323.0,0.00912755168974
11845,Ocean's Thirteen,85000000,298,en,12.16276,311312624.0,6.5,2040.0,0.0124824084342
11848,Ten Canoes,2000000,14064,en,1.372493,300000.0,6.7,21.0,0.0144591219723
11857,Alone With Her,1000000,18206,en,2.392367,10018.0,6.2,20.0,0.452640622854
11858,Hostel: Part II,10200000,1691,en,8.916747,35619521.0,5.6,464.0,0.0375646166503
11863,Surf's Up,85000000,9408,en,11.526339,149044513.0,5.9,616.0,0.0232666749507
11864,Fantastic 4: Rise of the Silver Surfer,130000000,1979,en,12.924254,289047763.0,5.4,2648.0,0.00169184990227
11866,Fido,8000000,10288,en,5.284805,426224.0,6.6,137.0,0.0042363521643
11869,Death Proof,25000000,1991,en,13.412137,25037897.0,6.7,1359.0,0.00446111056954
11870,Robot Monster,16000,43353,en,0.892476,1000000.0,3.5,17.0,0.00393665395677
11871,Rescue Dawn,10000000,9952,en,9.604564,7177143.0,6.9,339.0,8.07053947938e-05
11875,The TV Set,2000000,17320,en,4.681832,265198.0,6.0,19.0,0.000687071820721
11894,Swoon,250000,54934,en,0.003013,340147.0,5.9,8.0,0.0272380020469
11911,Sicko,9000000,2359,en,6.766086,24538513.0,7.3,241.0,0.0241727177054
11912,Popular Music,2224000,442,sv,0.988777,28000000.0,6.0,17.0,0.00115532171912
11916,A Mighty Heart,16000000,1988,en,16.770196,18928871.0,6.7,97.0,0.131924420595
11917,1408,25000000,3021,en,9.196884,94679598.0,6.5,1372.0,0.000378146243747
11918,Death at a Funeral,9000000,2196,en,8.832907,46.0,6.9,508.0,9.78196155188e-08
11921,Live Free or Die Hard,110000000,1571,en,14.886039,383531464.0,6.4,2122.0,0.0715143531561
11922,License to Wed,35000000,2959,en,7.102076,69307224.0,5.3,258.0,0.00466424366459
11924,Evan Almighty,175000000,2698,en,9.156877,173000000.0,5.3,1194.0,0.341553777456
11925,Transformers,150000000,1858,en,5.587707,709709780.0,6.6,4113.0,3.2135649235e-05
11926,Captivity,17000000,14125,en,8.687797,2626800.0,4.4,134.0,0.0087456619367
11927,Harry Potter and the Order of the Phoenix,150000000,675,en,21.3643,938212738.0,7.4,5633.0,0.000507263932377
11928,I Now Pronounce You Chuck & Larry,85000000,3563,en,6.645799,186072214.0,5.8,640.0,0.00127821019851
11955,Stardust,70000000,2270,en,14.784525,135560026.0,7.2,1215.0,0.119173228741
11959,The Simpsons Movie,75000000,35,en,14.302911,527068851.0,6.9,2335.0,0.00466547068208
11960,I Know Who Killed Me,12000000,5857,en,4.961439,9620399.0,4.0,81.0,0.0475653558969
11961,No Reservations,28000000,3638,en,9.672317,92601050.0,6.1,336.0,0.0046221697703
11965,The Bourne Ultimatum,70000000,2503,en,18.173269,442824138.0,7.3,2938.0,0.0102252466604
11970,You Kill Me,4000000,8141,en,4.725299,2426851.0,6.2,82.0,0.000265800656052
11985,Superbad,20000000,8363,en,16.205105,121463226.0,7.0,2152.0,0.00316683691926
12001,Rush Hour 3,140000000,5174,en,9.718111,258022233.0,6.1,801.0,0.0111458320171
12003,The Last Legion,67000000,9703,en,8.920545,25303038.0,5.0,210.0,0.0305937435478
12008,Sydney White,16500000,10760,en,6.463883,13620075.0,6.0,242.0,0.00948304310441
12009,The Kingdom,70000000,4349,en,13.842333,86658558.0,6.5,517.0,0.0119195692241
12013,Daddy Day Camp,6000000,14144,en,5.414213,18197398.0,4.4,94.0,0.00113715650514
12014,The Invasion,80000000,4858,en,5.228837,15071514.0,5.7,366.0,0.00765407318249
12015,War,25000000,10431,en,12.077833,40452643.0,6.0,422.0,0.00222112215124
12017,The Nanny Diaries,20000000,12435,en,6.764056,47738099.0,6.1,335.0,0.046548884362
12019,Halloween,15000000,2082,en,11.607678,80253908.0,5.9,510.0,0.00569275859743
12020,Death Sentence,20000000,11835,en,6.612175,16974459.0,6.4,303.0,0.0102640520781
12038,The Good Night,15000000,13501,en,8.031164,20380.0,5.7,41.0,9.43207705859e-05
12042,3:10 to Yuma,55000000,5176,en,18.079094,70016220.0,6.9,1210.0,0.0144493328407
12043,Shoot 'Em Up,39000000,4141,en,7.259086,26820641.0,6.3,589.0,0.00706852925941
12049,Atonement,30000000,4347,en,8.913338,129266061.0,7.4,1075.0,0.00212492491119
12053,"4 Months, 3 Weeks and 2 Days",852510,2009,ro,9.990406,1185783.0,7.4,158.0,0.00156577175949
12054,No End in Sight,2000000,12901,en,1.987795,1431623.0,7.3,23.0,0.00067503307946
12057,The Brave One,70000000,4413,en,11.8027,69766619.0,6.4,258.0,0.0349272564054
12058,In the Valley of Elah,23000000,6973,en,9.604552,29541790.0,6.6,265.0,0.000548012554646
12059,Rang De Basanti,2200000,7913,hi,4.102052,11502151.0,7.2,98.0,0.0432121381164
12060,I Could Never Be Your Woman,24000000,15019,en,11.414893,9576495.0,5.7,94.0,0.0133952181786
12062,December Boys,4000000,4629,en,4.661689,46474.0,6.2,79.0,0.195629566908
12065,Eastern Promises,51500000,2252,en,9.897909,55112356.0,7.2,867.0,0.0230572111905
12068,Brooklyn Rules,8000000,13072,en,2.942202,458232.0,5.8,19.0,0.00425059488043
12077,The Death and Life of Bobby Z,22000000,10425,en,10.77166,413454.0,5.8,104.0,0.00673801964149
12080,Resident Evil: Extinction,45000000,7737,en,3.009134,148412065.0,6.1,1308.0,0.020455699414
12082,Good Luck Chuck,25000000,10030,en,7.456047,59192128.0,5.6,454.0,0.00389484851621
12083,Into the Wild,15000000,5915,en,15.423538,56255142.0,7.8,3139.0,0.000567178067286
12084,The Game Plan,22000000,13680,en,9.627676,147880543.0,6.0,434.0,0.000652351009194
12089,The Heartbreak Kid,60000000,9038,en,9.149612,127766650.0,5.7,414.0,0.0662685856223
12090,Dan in Real Life,25000000,7211,en,8.936547,68377859.0,6.5,363.0,0.137246981263
12091,The Darjeeling Limited,16000000,4538,en,6.493474,24377151.0,7.1,876.0,0.0124890943989
12092,We Own the Night,21000000,2001,en,7.572144,54926886.0,6.5,327.0,0.000669899047352
12093,Elizabeth: The Golden Age,55000000,4517,en,7.608243,74237563.0,6.6,310.0,0.0359401442111
12094,Michael Clayton,25000000,4566,en,7.857078,92991835.0,6.6,508.0,0.00158890651073
12096,Lars and the Real Girl,12000000,6615,en,8.025118,11293663.0,7.1,517.0,0.00988751742989
12097,30 Days of Night,30000000,4513,en,8.764548,75505973.0,6.2,784.0,0.00152070750482
12098,Rendition,27500000,5125,en,13.482558,24748670.0,6.2,207.0,0.0446050353348
12099,Things We Lost in the Fire,16000000,3877,en,11.446274,2849142.0,6.7,90.0,0.0136454133317
12101,Gone Baby Gone,19000000,4771,en,6.148516,34619699.0,7.2,1034.0,0.00105978280772
12109,The Assassination of Jesse James by the Coward Robert Ford,30000000,4512,en,10.111313,14711793.0,7.0,792.0,0.00746657093987
12113,10th & Wolf,8000000,13197,en,3.034823,143451.0,6.3,26.0,0.000694080546964
12139,The Edge of Heaven,3800000,2014,de,10.083019,17804565.0,6.6,68.0,0.00808294583112
12140,Why Did I Get Married?,15000000,17202,en,2.016044,55184721.0,6.1,33.0,0.00101074134
12141,Saw IV,10000000,663,en,12.233863,139352633.0,5.9,938.0,0.017756074667
12165,American Gangster,100000000,4982,en,9.644542,266465037.0,7.4,1527.0,0.00770978117362
12166,Bee Movie,150000000,5559,en,8.774374,287594577.0,5.7,1208.0,0.00261824624613
12168,Before the Devil Knows You're Dead,18000000,7972,en,9.309967,25005257.0,6.9,359.0,0.0556069426239
12169,The Diving Bell and the Butterfly,14000000,2013,fr,11.090265,19777647.0,7.5,290.0,0.0277928896248
12170,No Country for Old Men,25000000,6977,en,15.565484,171600000.0,7.7,3083.0,0.000316115154419
12173,Itty Bitty Titty Committee,1000000,10520,en,1.833892,18479.0,6.0,12.0,0.0315550416708
12177,August Rush,25000000,5123,en,8.874048,66122026.0,7.2,821.0,0.0068254028447
12183,No Mercy for the Rude,3,43987,ko,1.486349,4.0,6.8,18.0,0.0149980019778
12185,Lions for Lambs,35000000,4515,en,5.80986,63215872.0,6.0,223.0,0.000206668046303
12186,Fred Claus,100000000,5375,en,5.502098,97838349.0,5.5,211.0,0.00100900942925
12187,Beowulf,70000000,2310,en,9.951195,195735876.0,5.5,855.0,0.131269961596
12189,Love in the Time of Cholera,45000000,6639,en,5.20735,4607608.0,6.5,84.0,0.00888521783054
12190,Southland Tales,17000000,4723,en,6.242588,374743.0,5.2,154.0,0.291524916887
12204,12,4000000,20714,ru,6.975759,7537453.0,6.6,54.0,0.00376744801179
12209,The Mist,18000000,5876,en,8.435642,57096190.0,6.7,1438.0,0.0310668479651
12210,Enchanted,85000000,4523,en,11.447798,340487652.0,6.6,1512.0,0.0906674712896
12211,Hitman,24000000,1620,en,13.765241,99965753.0,5.9,982.0,0.00911096855998
12213,P2,8000000,13474,en,9.276709,7766240.0,5.7,162.0,0.192700430751
12214,Om Shanti Om,9100000,8079,hi,4.384156,37707444.0,7.2,85.0,0.00252828351222
12215,Awake,86000000,13483,en,7.076062,14373825.0,6.3,403.0,0.000274056947092
12216,The Golden Compass,180000000,2268,en,11.481379,372234864.0,5.8,1347.0,0.00626738695428
12217,I Am Legend,150000000,6479,en,11.379355,585349010.0,6.9,4977.0,0.00351386354305
12218,Alvin and the Chipmunks,60000000,6477,en,11.805233,361366633.0,5.5,1212.0,0.00423637824133
12222,I'm Not There.,20000000,3902,en,9.351557,4001121.0,6.6,202.0,0.0635698139668
12230,Juno,7500000,7326,en,11.791591,231411584.0,7.0,2313.0,0.00861902721226
12234,My Blueberry Nights,10000000,1989,en,11.119593,21786738.0,6.1,197.0,0.0273105800152
12244,Redacted,5000000,11600,en,3.494388,782102.0,6.2,37.0,0.000203760282602
12248,The Treatment,900000,46902,en,2.78291,82701.0,6.0,4.0,0.000524129543919
12252,Journey from the Fall,1300000,25784,vi,0.044561,639000.0,5.0,1.0,0.00247936672531
12254,The Bucket List,45000000,7350,en,9.070643,175372502.0,7.0,1138.0,0.00203340942971
12257,The Kite Runner,20000000,7979,en,5.970067,73276047.0,7.3,405.0,0.00203715381213
12277,Sweeney Todd: The Demon Barber of Fleet Street,50000000,13885,en,10.038401,152000000.0,7.0,1745.0,0.0242451243103
12278,National Treasure: Book of Secrets,130000000,6637,en,12.854373,457363168.0,6.1,1782.0,0.0322150588036
12280,There Will Be Blood,25000000,7345,en,8.200627,77208711.0,7.9,1581.0,0.0025801579468
12282,Charlie Wilson's War,75000000,6538,en,9.979162,119000410.0,6.5,342.0,0.000664195336867
12284,Aliens vs Predator: Requiem,40000000,440,en,10.793324,41797066.0,4.9,758.0,0.00452885497361
12285,Walk Hard: The Dewey Cox Story,35000000,6575,en,7.219935,18317151.0,6.6,214.0,0.0152743989602
12292,The Great Debaters,15000000,14047,en,8.735448,30226144.0,6.9,153.0,0.00216204836033
12295,The Water Horse,40000000,54318,en,5.083211,103071443.0,6.3,293.0,0.00310692703351
